epoch,training_acc,training_loss,L2
0,64.77,839.56,860.0
1,79.07,748.52,897.0
2,83.52,720.67,922.0
3,84.72,714.49,943.0
4,86.24,710.94,963.0
5,86.69,709.19,982.0
6,86.63,707.74,1001.0
7,87.17,706.39,1018.0
8,94.49,694.73,1040.0
9,94.62,692.01,1061.0
10,94.48,691.28,1081.0
11,94.22,690.57,1099.0
12,95.62,690.84,1121.0
13,95.4,689.69,1139.0
14,94.76,689.63,1158.0
15,95.36,689.6,1178.0
16,95.75,689.33,1197.0
17,95.29,688.61,1215.0
18,95.96,688.38,1231.0
19,95.68,688.27,1245.0
20,95.84,688.45,1264.0
21,95.56,688.33,1286.0
22,95.23,688.23,1305.0
23,95.65,687.97,1321.0
24,95.46,687.92,1341.0
25,95.36,688.01,1357.0
26,95.84,687.58,1370.0
27,96.18,687.54,1385.0
28,95.76,687.83,1405.0
29,96.16,687.76,1422.0
30,96.1,687.84,1440.0
31,96.03,687.55,1458.0
32,95.83,687.56,1475.0
33,95.12,687.58,1491.0
34,96.09,687.8,1510.0
35,96.34,687.3,1524.0
36,96.12,687.21,1539.0
37,95.97,686.77,1548.0
38,95.66,687.24,1563.0
39,96.09,687.51,1583.0
