epoch,training_acc,training_loss,L2
0,66.4,828.28,857.0
1,76.24,751.82,888.0
2,83.83,728.9,916.0
3,85.45,714.17,939.0
4,91.03,707.12,962.0
5,92.94,696.97,983.0
6,93.29,694.47,1002.0
7,94.29,693.51,1022.0
8,92.7,692.35,1042.0
9,94.73,692.33,1065.0
10,94.89,690.96,1084.0
11,94.93,690.19,1100.0
12,94.79,690.05,1116.0
13,94.03,690.09,1137.0
14,95.64,690.13,1158.0
15,95.19,689.02,1173.0
16,96.2,689.15,1193.0
17,95.25,688.7,1206.0
18,95.81,688.85,1228.0
19,95.11,688.72,1249.0
20,95.78,688.3,1266.0
21,95.52,688.16,1282.0
22,95.86,688.04,1298.0
23,94.9,688.72,1321.0
24,96.28,688.3,1344.0
25,95.92,687.61,1356.0
26,95.8,687.89,1373.0
27,95.6,687.68,1388.0
28,95.64,687.62,1402.0
29,95.92,687.25,1416.0
30,95.39,687.38,1430.0
31,95.7,688.0,1454.0
32,95.74,687.96,1475.0
33,95.62,687.26,1487.0
34,95.45,687.42,1501.0
35,95.4,687.62,1518.0
36,96.24,687.53,1538.0
37,96.28,687.49,1554.0
38,95.72,687.53,1569.0
39,95.68,687.47,1587.0
