epoch,training_acc,training_loss,L2
0,66.98,852.26,859.0
1,75.87,751.02,890.0
2,81.23,733.25,915.0
3,85.01,717.64,940.0
4,86.27,711.8,961.0
5,86.77,709.9,982.0
6,86.04,707.44,999.0
7,87.15,706.44,1016.0
8,93.36,698.61,1040.0
9,95.12,692.11,1060.0
10,94.66,691.28,1083.0
11,94.33,690.91,1105.0
12,95.04,690.58,1125.0
13,95.04,690.05,1143.0
14,95.27,689.72,1162.0
15,95.54,689.42,1183.0
16,95.57,689.06,1202.0
17,95.59,688.56,1218.0
18,95.7,688.85,1238.0
19,95.67,688.46,1257.0
20,95.65,688.06,1273.0
21,94.71,688.71,1296.0
22,96.16,687.94,1312.0
23,96.31,688.05,1331.0
24,95.87,687.93,1346.0
25,95.87,688.01,1366.0
26,95.9,688.22,1385.0
27,95.73,688.05,1406.0
28,96.25,687.71,1422.0
29,95.85,687.71,1437.0
30,95.62,687.85,1455.0
31,95.05,687.97,1476.0
32,95.69,688.21,1496.0
33,95.48,687.61,1511.0
34,96.11,687.46,1523.0
35,95.38,687.21,1536.0
36,95.66,687.7,1554.0
37,96.32,687.37,1567.0
38,95.77,687.13,1582.0
39,95.59,688.09,1608.0
