epoch,training_acc,training_loss,L2
0,68.29,821.04,859.0
1,79.01,754.42,891.0
2,82.67,725.31,917.0
3,84.07,716.81,939.0
4,85.48,713.02,957.0
5,85.36,710.79,975.0
6,90.8,707.89,993.0
7,92.73,695.97,1014.0
8,92.98,694.92,1039.0
9,94.09,693.19,1058.0
10,94.0,692.97,1078.0
11,93.74,692.07,1094.0
12,94.64,691.6,1111.0
13,94.57,691.29,1131.0
14,94.39,691.29,1149.0
15,94.47,690.9,1168.0
16,94.44,690.51,1186.0
17,94.45,690.17,1202.0
18,94.64,690.0,1224.0
19,94.66,689.74,1244.0
20,95.71,688.99,1258.0
21,95.82,688.9,1274.0
22,95.45,689.21,1296.0
23,94.95,689.06,1317.0
24,95.54,689.0,1337.0
25,95.41,688.26,1350.0
26,95.86,688.25,1363.0
27,95.32,687.89,1374.0
28,95.94,688.55,1395.0
29,95.47,688.84,1416.0
30,95.05,688.25,1433.0
31,95.83,688.19,1448.0
32,95.48,688.02,1464.0
33,95.9,687.49,1473.0
34,95.43,687.86,1491.0
35,96.2,687.38,1504.0
36,95.81,688.08,1521.0
37,95.31,688.09,1542.0
38,95.74,687.76,1557.0
39,96.28,687.8,1573.0
