epoch,training_acc,training_loss,L2
0,65.45,838.61,857.0
1,73.79,755.57,885.0
2,82.27,730.1,913.0
3,85.28,716.3,935.0
4,85.13,712.5,955.0
5,86.6,709.75,971.0
6,87.4,707.92,988.0
7,93.75,697.04,1011.0
8,93.52,693.51,1028.0
9,93.45,693.25,1048.0
10,93.75,692.03,1066.0
11,94.54,691.46,1082.0
12,94.75,691.81,1104.0
13,94.57,690.7,1118.0
14,94.2,691.0,1137.0
15,94.85,690.52,1154.0
16,94.78,690.56,1171.0
17,94.99,689.92,1185.0
18,94.6,690.61,1208.0
19,95.24,690.16,1227.0
20,94.21,689.49,1239.0
21,94.67,689.82,1258.0
22,95.23,689.13,1276.0
23,95.54,688.52,1291.0
24,95.71,688.48,1306.0
25,95.11,688.55,1324.0
26,95.71,688.37,1343.0
27,95.99,688.44,1362.0
28,95.9,687.82,1376.0
29,95.53,687.79,1391.0
30,95.49,687.96,1408.0
31,95.35,687.8,1427.0
32,95.14,687.5,1441.0
33,96.01,687.75,1455.0
34,95.0,687.84,1470.0
35,95.51,687.86,1491.0
36,96.01,687.44,1503.0
37,95.67,687.39,1517.0
38,95.73,687.57,1533.0
39,95.8,687.84,1551.0
