epoch,training_acc,training_loss,L2
0,67.31,845.09,857.0
1,77.5,749.08,887.0
2,83.9,730.62,911.0
3,84.48,716.48,933.0
4,85.97,711.91,953.0
5,86.6,709.14,971.0
6,92.34,706.03,988.0
7,92.4,694.55,1010.0
8,93.18,693.51,1029.0
9,93.88,692.79,1047.0
10,94.21,692.27,1065.0
11,94.63,691.38,1082.0
12,94.55,690.63,1099.0
13,95.17,690.34,1116.0
14,95.5,690.13,1136.0
15,94.51,690.19,1156.0
16,95.26,689.55,1174.0
17,95.23,689.39,1190.0
18,95.32,688.7,1202.0
19,95.57,688.96,1220.0
20,95.67,688.81,1241.0
21,95.98,688.81,1260.0
22,95.95,688.01,1271.0
23,95.31,688.58,1288.0
24,95.96,688.08,1305.0
25,95.71,688.33,1323.0
26,95.97,687.97,1337.0
27,96.25,687.86,1353.0
28,95.6,687.85,1371.0
29,95.99,687.96,1388.0
30,95.99,687.66,1402.0
31,95.62,687.68,1417.0
32,95.3,687.6,1434.0
33,95.73,687.48,1447.0
34,96.17,687.39,1459.0
35,96.29,687.85,1475.0
36,95.71,687.67,1490.0
37,96.17,688.18,1509.0
38,95.66,687.38,1520.0
39,95.54,687.76,1537.0
