epoch,training_acc,training_loss,L2
0,66.19,866.38,844.0
1,67.89,830.57,863.0
2,69.63,822.81,884.0
3,78.39,808.94,909.0
4,85.19,759.16,945.0
5,84.7,749.0,971.0
6,87.19,744.3,994.0
7,87.61,741.48,1017.0
8,87.88,737.83,1038.0
9,88.29,734.74,1060.0
10,89.03,733.11,1082.0
11,88.13,731.07,1104.0
12,89.16,728.66,1126.0
13,89.59,728.39,1148.0
14,89.43,726.5,1170.0
15,90.04,724.74,1192.0
16,88.72,723.46,1214.0
17,89.29,722.78,1237.0
18,90.43,721.68,1261.0
19,90.62,721.02,1284.0
20,90.56,719.22,1308.0
21,90.01,718.64,1333.0
22,90.96,717.81,1356.0
23,90.78,717.07,1381.0
24,90.94,716.0,1404.0
25,91.14,715.96,1430.0
26,91.09,714.23,1454.0
27,91.08,713.64,1476.0
28,91.4,713.26,1500.0
29,91.64,712.79,1524.0
30,91.64,712.41,1550.0
31,91.09,710.88,1572.0
32,91.37,710.76,1596.0
33,91.72,710.0,1619.0
34,91.99,709.63,1643.0
35,91.67,708.83,1667.0
36,91.54,708.27,1688.0
37,91.86,708.33,1714.0
38,91.71,707.42,1737.0
39,91.7,707.23,1761.0
