epoch,training_acc,training_loss,L2
0,72.27,852.06,848.0
1,78.39,791.55,877.0
2,81.25,772.7,902.0
3,83.92,762.24,928.0
4,83.5,754.16,949.0
5,86.39,749.16,972.0
6,86.71,744.46,992.0
7,87.62,741.86,1012.0
8,88.05,739.19,1032.0
9,88.12,736.58,1051.0
10,88.66,735.11,1072.0
11,89.71,732.8,1092.0
12,89.47,729.75,1113.0
13,89.45,729.06,1134.0
14,90.01,727.05,1156.0
15,90.23,725.79,1177.0
16,90.3,724.38,1198.0
17,89.84,723.62,1222.0
18,89.64,722.16,1245.0
19,91.29,720.84,1268.0
20,90.8,720.83,1292.0
21,91.09,718.95,1314.0
22,91.5,718.33,1337.0
23,91.02,717.15,1359.0
24,90.9,716.32,1381.0
25,91.2,715.99,1404.0
26,91.0,714.79,1426.0
27,91.43,713.76,1450.0
28,90.87,713.41,1474.0
29,91.7,713.08,1497.0
30,91.08,711.59,1518.0
31,92.0,711.39,1541.0
32,92.0,710.59,1563.0
33,91.84,709.75,1585.0
34,91.59,710.04,1609.0
35,91.48,708.63,1631.0
36,92.21,708.83,1656.0
37,91.75,708.37,1681.0
38,91.79,707.71,1703.0
39,91.9,707.11,1727.0
