epoch,training_acc,training_loss,L2
0,72.48,858.87,849.0
1,80.64,783.3,880.0
2,84.01,763.26,905.0
3,85.7,754.51,925.0
4,86.85,747.9,945.0
5,86.67,744.67,965.0
6,87.62,741.1,984.0
7,88.69,737.28,1004.0
8,88.58,734.08,1023.0
9,89.18,733.14,1042.0
10,89.21,731.05,1063.0
11,89.79,729.34,1082.0
12,89.53,727.99,1102.0
13,90.11,726.95,1123.0
14,90.51,725.22,1144.0
15,90.5,724.1,1165.0
16,90.33,722.71,1187.0
17,90.97,721.84,1208.0
18,90.52,720.97,1231.0
19,91.18,719.87,1254.0
20,91.14,718.81,1277.0
21,90.74,717.34,1300.0
22,91.0,716.7,1322.0
23,91.05,716.04,1346.0
24,91.54,715.3,1369.0
25,91.34,714.24,1393.0
26,91.21,713.48,1417.0
27,91.4,712.64,1442.0
28,91.73,711.75,1465.0
29,91.83,711.28,1487.0
30,91.9,710.19,1510.0
31,91.66,709.45,1532.0
32,91.28,708.94,1555.0
33,91.88,708.81,1578.0
34,91.51,707.72,1600.0
35,91.7,707.25,1624.0
36,91.49,706.77,1645.0
37,92.03,706.39,1667.0
38,91.76,705.93,1691.0
39,91.93,705.83,1714.0
