epoch,training_acc,training_loss,L2
0,71.16,863.92,850.0
1,77.05,805.63,880.0
2,79.19,786.64,906.0
3,79.62,779.22,929.0
4,86.54,757.51,958.0
5,87.02,743.67,981.0
6,87.77,739.87,1005.0
7,86.92,736.74,1027.0
8,88.71,734.69,1049.0
9,88.5,732.58,1070.0
10,88.86,730.65,1092.0
11,89.16,729.32,1115.0
12,89.61,727.47,1137.0
13,89.2,726.08,1158.0
14,89.74,725.64,1180.0
15,89.31,724.46,1204.0
16,90.09,723.07,1228.0
17,90.01,721.39,1251.0
18,89.93,720.43,1276.0
19,90.16,720.44,1300.0
20,90.4,718.91,1323.0
21,90.8,718.14,1347.0
22,90.97,716.63,1370.0
23,90.77,715.74,1395.0
24,90.97,715.95,1421.0
25,91.37,713.5,1443.0
26,91.39,713.68,1468.0
27,90.98,712.85,1493.0
28,91.25,712.02,1517.0
29,90.64,712.31,1542.0
30,90.97,710.84,1565.0
31,91.27,709.59,1588.0
32,91.33,709.87,1612.0
33,91.19,709.93,1636.0
34,91.12,708.9,1659.0
35,91.53,708.18,1683.0
36,91.87,707.27,1707.0
37,91.85,707.09,1729.0
38,91.39,706.41,1752.0
39,91.7,706.07,1774.0
