epoch,training_acc,training_loss,L2
0,71.8,858.05,848.0
1,72.73,815.63,870.0
2,77.71,795.1,902.0
3,84.49,765.93,934.0
4,84.99,753.04,960.0
5,86.08,747.49,983.0
6,86.18,743.41,1005.0
7,87.96,740.32,1026.0
8,86.64,737.59,1048.0
9,88.18,735.04,1071.0
10,89.11,732.11,1092.0
11,89.4,730.2,1116.0
12,89.34,728.99,1138.0
13,89.26,727.56,1160.0
14,89.91,726.16,1183.0
15,89.85,724.83,1206.0
16,89.82,723.24,1229.0
17,90.2,722.1,1253.0
18,90.64,722.07,1278.0
19,90.76,720.55,1302.0
20,90.41,719.64,1327.0
21,89.96,719.36,1353.0
22,91.25,718.1,1376.0
23,90.77,716.93,1400.0
24,90.87,716.8,1423.0
25,90.56,715.16,1446.0
26,91.21,715.46,1472.0
27,91.02,713.37,1494.0
28,90.8,712.74,1518.0
29,90.73,712.02,1541.0
30,91.28,711.99,1566.0
31,91.79,711.78,1593.0
32,91.71,710.84,1617.0
33,91.61,710.63,1640.0
34,91.38,709.91,1663.0
35,91.46,709.14,1687.0
36,91.59,708.28,1708.0
37,91.71,708.26,1732.0
38,91.68,708.08,1756.0
39,91.58,706.71,1781.0
