epoch,training_acc,training_loss,L2
0,70.5,856.3,847.0
1,75.03,815.19,867.0
2,78.44,792.25,896.0
3,79.4,782.64,917.0
4,86.04,758.02,943.0
5,86.74,746.07,967.0
6,87.45,741.36,988.0
7,88.4,738.0,1009.0
8,88.94,735.9,1030.0
9,89.1,732.95,1051.0
10,88.85,730.47,1071.0
11,89.95,727.88,1090.0
12,89.66,727.0,1112.0
13,90.11,725.84,1135.0
14,89.56,724.44,1156.0
15,90.23,722.55,1179.0
16,90.85,721.8,1202.0
17,90.47,720.28,1225.0
18,90.86,719.39,1249.0
19,90.92,718.01,1273.0
20,91.06,717.07,1296.0
21,91.23,715.87,1320.0
22,91.18,715.29,1343.0
23,91.14,714.49,1366.0
24,90.46,713.24,1388.0
25,91.97,713.06,1411.0
26,91.06,712.12,1437.0
27,91.33,711.86,1461.0
28,91.24,710.57,1482.0
29,91.95,710.24,1505.0
30,91.75,709.05,1528.0
31,91.95,708.65,1553.0
32,91.64,708.35,1576.0
33,91.48,708.03,1601.0
34,91.81,707.91,1624.0
35,91.27,707.0,1649.0
36,91.82,706.1,1670.0
37,91.4,706.33,1693.0
38,91.93,705.56,1715.0
39,91.81,705.1,1740.0
