epoch,training_acc,training_loss,L2
0,71.8,862.12,849.0
1,76.11,808.87,877.0
2,83.63,782.59,909.0
3,84.68,758.61,938.0
4,84.98,750.55,962.0
5,86.71,746.73,982.0
6,86.95,743.75,1004.0
7,87.9,740.08,1025.0
8,88.36,737.78,1046.0
9,87.1,735.37,1069.0
10,88.18,733.07,1091.0
11,88.95,731.08,1113.0
12,89.47,729.23,1134.0
13,88.45,727.26,1157.0
14,89.71,727.6,1180.0
15,89.91,725.0,1204.0
16,89.46,724.5,1228.0
17,90.13,723.4,1250.0
18,90.48,721.73,1273.0
19,90.27,721.23,1296.0
20,90.15,720.66,1321.0
21,90.49,719.76,1344.0
22,90.42,718.75,1368.0
23,90.43,717.86,1393.0
24,89.55,717.68,1419.0
25,90.45,717.26,1445.0
26,91.22,715.26,1467.0
27,90.67,714.66,1493.0
28,90.56,713.67,1516.0
29,90.72,713.34,1539.0
30,90.87,712.93,1564.0
31,91.01,713.06,1589.0
32,90.53,711.85,1614.0
33,90.99,710.92,1637.0
34,91.03,710.62,1658.0
35,91.2,709.83,1682.0
36,91.19,709.23,1706.0
37,90.71,708.85,1730.0
38,91.72,708.73,1754.0
39,91.08,707.43,1774.0
