epoch,training_acc,training_loss,L2
0,71.56,855.34,848.0
1,76.75,809.34,878.0
2,83.46,785.67,904.0
3,84.99,756.26,933.0
4,85.7,749.61,955.0
5,87.37,744.16,976.0
6,86.48,740.78,998.0
7,87.16,738.2,1020.0
8,88.73,735.73,1042.0
9,88.3,733.93,1064.0
10,88.77,731.38,1085.0
11,89.74,729.97,1106.0
12,88.9,727.85,1127.0
13,90.07,726.31,1148.0
14,89.83,725.51,1170.0
15,88.95,724.27,1193.0
16,90.35,723.77,1216.0
17,89.2,722.5,1239.0
18,90.49,721.5,1262.0
19,89.63,720.38,1286.0
20,90.59,719.24,1309.0
21,90.84,718.31,1332.0
22,90.26,717.92,1359.0
23,90.7,716.15,1383.0
24,91.12,715.14,1409.0
25,90.86,714.68,1433.0
26,90.74,713.94,1458.0
27,91.28,713.1,1482.0
28,91.01,712.74,1507.0
29,90.84,712.13,1533.0
30,91.62,710.77,1559.0
31,91.59,710.55,1581.0
32,91.27,709.42,1604.0
33,91.53,708.81,1626.0
34,91.31,709.58,1653.0
35,91.8,708.02,1675.0
36,91.49,707.64,1698.0
37,91.38,707.18,1721.0
38,91.43,706.72,1747.0
39,91.72,705.79,1768.0
