epoch,training_acc,training_loss,L2
0,71.28,855.65,846.0
1,76.23,808.63,873.0
2,78.31,789.74,896.0
3,79.02,781.31,916.0
4,85.56,764.4,940.0
5,86.28,746.84,963.0
6,87.81,741.9,984.0
7,88.42,739.2,1005.0
8,88.49,735.66,1026.0
9,86.34,732.66,1046.0
10,89.49,731.33,1068.0
11,89.43,729.44,1088.0
12,89.65,727.56,1109.0
13,90.11,725.7,1129.0
14,89.71,725.31,1151.0
15,90.5,723.65,1173.0
16,90.39,722.02,1195.0
17,90.83,721.0,1217.0
18,90.56,720.9,1241.0
19,90.8,718.85,1264.0
20,91.3,718.01,1287.0
21,90.44,716.61,1311.0
22,91.12,716.32,1334.0
23,90.84,715.45,1360.0
24,91.36,714.43,1384.0
25,91.94,713.5,1407.0
26,91.01,712.89,1430.0
27,91.34,711.95,1453.0
28,91.43,711.92,1479.0
29,91.75,711.36,1505.0
30,91.01,710.16,1527.0
31,91.72,709.36,1550.0
32,91.09,708.49,1571.0
33,91.68,708.48,1595.0
34,91.57,707.78,1619.0
35,91.82,707.55,1643.0
36,91.88,706.63,1665.0
37,91.96,706.59,1689.0
38,92.19,705.73,1710.0
39,91.69,705.51,1732.0
