epoch,training_acc,training_loss,L2
0,67.58,865.78,848.0
1,69.72,830.49,869.0
2,75.63,819.19,892.0
3,84.37,774.6,926.0
4,85.51,754.57,952.0
5,86.19,747.21,974.0
6,87.17,743.37,995.0
7,87.66,740.63,1016.0
8,88.32,736.76,1036.0
9,88.09,734.43,1058.0
10,89.1,731.18,1079.0
11,89.32,729.41,1101.0
12,89.33,727.73,1122.0
13,89.8,727.44,1144.0
14,89.69,725.05,1165.0
15,90.8,724.01,1187.0
16,90.22,722.91,1209.0
17,90.73,721.44,1232.0
18,90.59,720.14,1253.0
19,90.84,719.55,1275.0
20,90.36,718.89,1301.0
21,90.96,717.92,1323.0
22,90.91,716.63,1346.0
23,90.91,715.91,1368.0
24,90.77,715.59,1393.0
25,91.2,714.68,1418.0
26,91.08,713.81,1441.0
27,91.52,712.67,1465.0
28,91.31,711.95,1490.0
29,91.63,711.31,1513.0
30,91.53,711.26,1537.0
31,90.68,710.49,1563.0
32,91.51,709.66,1585.0
33,91.42,708.25,1607.0
34,91.7,708.2,1630.0
35,91.66,707.77,1651.0
36,91.89,706.77,1674.0
37,91.66,706.76,1698.0
38,92.15,706.17,1722.0
39,91.88,705.61,1744.0
