epoch,training_acc,training_loss,L2
0,70.95,858.94,848.0
1,81.73,781.27,880.0
2,83.92,762.31,904.0
3,84.96,754.45,926.0
4,86.98,748.3,945.0
5,86.96,743.28,964.0
6,87.26,740.34,985.0
7,87.76,737.0,1004.0
8,89.16,734.54,1024.0
9,89.51,732.49,1043.0
10,89.57,731.22,1062.0
11,89.68,729.66,1082.0
12,89.85,728.18,1101.0
13,89.33,726.13,1122.0
14,89.64,726.01,1143.0
15,90.06,723.58,1162.0
16,90.31,722.85,1184.0
17,90.7,722.45,1207.0
18,90.4,720.62,1229.0
19,90.52,719.59,1252.0
20,91.16,718.39,1276.0
21,91.24,718.02,1301.0
22,91.09,716.87,1323.0
23,91.61,715.55,1348.0
24,91.31,714.87,1372.0
25,91.76,713.8,1397.0
26,91.34,713.37,1420.0
27,91.75,712.07,1442.0
28,91.63,712.0,1467.0
29,91.4,711.25,1489.0
30,91.34,710.9,1512.0
31,91.67,710.47,1537.0
32,91.99,709.42,1559.0
33,91.51,708.91,1582.0
34,91.64,707.99,1605.0
35,91.43,707.73,1629.0
36,91.67,707.3,1651.0
37,91.95,706.8,1673.0
38,91.81,705.99,1695.0
39,91.72,705.7,1717.0
