epoch,training_acc,training_loss,L2
0,3.28,1794.87,862.0
1,4.98,1790.15,877.0
2,6.51,1784.2,891.0
3,7.25,1779.53,900.0
4,8.66,1776.12,909.0
5,7.73,1773.54,916.0
6,9.5,1772.09,924.0
7,9.97,1769.81,933.0
8,9.59,1767.82,941.0
9,10.61,1765.44,949.0
10,10.69,1763.73,956.0
11,11.25,1761.87,965.0
12,11.61,1760.55,973.0
13,12.34,1758.32,981.0
14,11.72,1756.68,988.0
15,12.46,1754.35,996.0
16,12.53,1752.85,1005.0
17,13.48,1750.62,1014.0
18,14.2,1749.45,1022.0
19,13.59,1747.2,1031.0
20,14.6,1745.82,1039.0
21,14.64,1744.37,1047.0
22,14.67,1742.92,1055.0
23,15.12,1740.7,1063.0
24,14.8,1739.19,1071.0
25,15.6,1738.35,1079.0
26,15.68,1736.09,1087.0
27,16.1,1735.11,1095.0
28,15.93,1733.43,1103.0
29,16.51,1732.0,1111.0
30,16.62,1730.46,1119.0
31,16.34,1729.14,1127.0
32,16.78,1727.48,1136.0
33,16.57,1726.65,1143.0
34,17.1,1724.67,1152.0
35,17.47,1723.11,1160.0
36,17.85,1721.54,1168.0
37,18.13,1719.96,1175.0
38,17.94,1718.81,1183.0
39,18.22,1717.15,1191.0
40,18.21,1715.65,1200.0
41,18.55,1713.86,1208.0
42,18.61,1713.02,1215.0
43,18.19,1711.54,1223.0
44,18.72,1709.86,1231.0
45,18.67,1708.89,1238.0
46,19.31,1707.43,1246.0
47,19.32,1705.9,1254.0
48,17.96,1704.96,1262.0
49,18.97,1703.29,1269.0
50,18.79,1702.5,1277.0
51,18.75,1700.89,1285.0
52,18.79,1699.53,1293.0
53,19.07,1699.2,1300.0
54,19.4,1698.4,1307.0
55,19.46,1696.45,1314.0
56,19.59,1695.51,1322.0
57,19.37,1694.4,1329.0
58,19.65,1693.81,1336.0
59,19.84,1692.81,1344.0
60,19.82,1691.58,1351.0
61,19.95,1691.11,1358.0
62,19.85,1689.8,1365.0
63,20.01,1689.37,1372.0
64,20.35,1688.29,1378.0
65,20.37,1687.86,1385.0
66,20.02,1686.7,1392.0
67,20.12,1686.39,1399.0
68,20.36,1685.13,1406.0
69,20.64,1684.73,1412.0
70,20.35,1683.92,1419.0
71,20.46,1682.59,1425.0
72,20.6,1682.08,1432.0
73,20.15,1681.69,1438.0
74,20.68,1681.19,1444.0
75,20.46,1680.64,1450.0
76,20.22,1679.92,1457.0
77,20.26,1679.15,1463.0
78,20.91,1678.72,1469.0
79,21.03,1677.54,1475.0
80,20.94,1677.33,1482.0
81,21.2,1676.66,1487.0
82,20.88,1676.31,1493.0
83,20.91,1675.7,1499.0
84,21.1,1675.64,1506.0
85,21.04,1674.54,1511.0
86,21.14,1674.11,1517.0
87,20.88,1674.19,1523.0
88,21.14,1673.16,1529.0
89,21.29,1672.26,1535.0
90,21.2,1672.01,1540.0
91,20.2,1672.1,1546.0
92,21.19,1671.54,1552.0
93,21.25,1671.17,1558.0
94,21.42,1670.32,1563.0
95,20.89,1670.21,1569.0
96,21.04,1669.85,1574.0
97,20.97,1669.51,1580.0
98,21.41,1669.3,1585.0
99,21.35,1668.91,1590.0
