epoch,training_acc,training_loss,L2
0,4.83,1793.33,861.0
1,5.69,1786.5,873.0
2,6.87,1781.83,885.0
3,8.43,1777.74,896.0
4,8.98,1773.37,907.0
5,9.41,1769.4,916.0
6,10.5,1765.86,925.0
7,11.43,1761.76,933.0
8,12.28,1758.6,942.0
9,12.81,1755.89,951.0
10,12.09,1753.46,959.0
11,12.86,1751.91,967.0
12,13.58,1749.71,976.0
13,13.67,1747.42,984.0
14,14.2,1745.45,992.0
15,14.67,1743.05,1001.0
16,14.58,1741.4,1009.0
17,15.12,1739.58,1017.0
18,14.35,1737.75,1026.0
19,14.97,1736.11,1034.0
20,15.24,1734.16,1042.0
21,16.13,1732.39,1050.0
22,15.92,1730.6,1059.0
23,16.11,1728.39,1067.0
24,15.87,1726.83,1075.0
25,16.51,1725.19,1082.0
26,16.54,1723.4,1090.0
27,16.71,1721.78,1099.0
28,16.45,1720.48,1107.0
29,17.04,1719.01,1115.0
30,16.85,1716.74,1122.0
31,16.78,1715.59,1130.0
32,17.77,1713.51,1138.0
33,17.69,1711.55,1145.0
34,17.63,1709.76,1153.0
35,18.46,1708.31,1160.0
36,18.32,1706.73,1168.0
37,17.81,1705.08,1175.0
38,18.02,1703.76,1182.0
39,18.54,1702.67,1189.0
40,18.43,1701.32,1197.0
41,18.55,1700.09,1205.0
42,18.51,1698.5,1212.0
43,18.57,1697.56,1219.0
44,18.7,1696.45,1226.0
45,18.84,1694.86,1233.0
46,18.82,1693.96,1240.0
47,19.0,1693.7,1247.0
48,18.55,1692.22,1254.0
49,19.14,1691.49,1261.0
50,18.85,1690.65,1268.0
51,18.51,1689.84,1274.0
52,18.88,1689.0,1281.0
53,19.31,1688.09,1287.0
54,18.61,1686.94,1294.0
55,19.39,1686.13,1301.0
56,19.3,1684.98,1307.0
57,19.68,1684.26,1314.0
58,19.08,1683.45,1320.0
59,19.47,1682.58,1326.0
60,19.2,1681.96,1333.0
61,19.44,1681.13,1339.0
62,19.72,1680.71,1345.0
63,19.49,1679.56,1352.0
64,19.81,1679.07,1358.0
65,19.69,1678.57,1364.0
66,19.67,1679.21,1370.0
67,19.83,1677.68,1376.0
68,19.76,1676.56,1382.0
69,19.24,1675.36,1388.0
70,19.35,1675.76,1395.0
71,19.63,1674.3,1400.0
72,19.96,1674.35,1406.0
73,20.09,1673.42,1412.0
74,19.75,1673.42,1418.0
75,19.86,1672.18,1424.0
76,19.65,1671.88,1430.0
77,19.4,1671.41,1435.0
78,19.16,1671.08,1441.0
79,20.06,1670.61,1446.0
80,19.95,1669.88,1452.0
81,20.01,1669.38,1458.0
82,19.91,1669.2,1464.0
83,20.28,1668.64,1469.0
84,19.82,1668.2,1474.0
85,20.07,1667.53,1480.0
86,19.7,1666.85,1486.0
87,20.06,1666.52,1491.0
88,19.97,1666.39,1497.0
89,20.31,1665.75,1502.0
90,19.94,1665.63,1507.0
91,20.33,1665.22,1512.0
92,20.51,1664.97,1518.0
93,20.17,1664.61,1523.0
94,20.08,1664.16,1529.0
95,20.12,1663.8,1534.0
96,20.43,1663.54,1539.0
97,20.53,1662.68,1544.0
98,19.93,1663.19,1550.0
99,20.4,1662.49,1555.0
