epoch,training_acc,training_loss,L2
0,4.24,1794.41,862.0
1,6.15,1785.82,877.0
2,7.45,1779.6,886.0
3,8.51,1776.01,894.0
4,8.66,1772.71,902.0
5,9.48,1770.61,910.0
6,9.65,1768.08,917.0
7,10.12,1765.97,925.0
8,10.47,1764.07,933.0
9,10.97,1762.0,941.0
10,10.83,1760.39,948.0
11,11.68,1758.87,955.0
12,11.78,1756.82,963.0
13,12.57,1755.19,971.0
14,12.7,1753.2,978.0
15,13.21,1750.99,985.0
16,13.0,1749.93,993.0
17,13.63,1748.32,1000.0
18,13.3,1746.44,1008.0
19,13.81,1745.0,1015.0
20,13.6,1743.31,1023.0
21,14.06,1741.95,1031.0
22,14.16,1740.08,1038.0
23,14.38,1738.36,1046.0
24,14.69,1736.68,1053.0
25,15.36,1735.67,1061.0
26,15.31,1733.91,1069.0
27,15.01,1731.8,1077.0
28,15.12,1730.97,1084.0
29,15.79,1729.03,1091.0
30,15.4,1727.83,1099.0
31,15.99,1726.72,1107.0
32,16.36,1724.35,1114.0
33,16.4,1723.18,1122.0
34,15.45,1721.6,1129.0
35,15.53,1720.83,1137.0
36,16.37,1718.98,1144.0
37,16.81,1717.32,1152.0
38,17.08,1715.87,1160.0
39,16.1,1715.03,1167.0
40,16.84,1713.6,1174.0
41,17.05,1712.41,1181.0
42,17.0,1711.51,1188.0
43,17.02,1709.94,1195.0
44,17.35,1708.8,1202.0
45,17.16,1706.85,1209.0
46,17.35,1706.69,1216.0
47,17.49,1705.9,1223.0
48,17.72,1704.68,1230.0
49,17.57,1703.46,1237.0
50,17.65,1701.92,1244.0
51,17.53,1701.24,1251.0
52,17.99,1699.71,1258.0
53,17.61,1698.58,1264.0
54,17.5,1698.38,1271.0
55,17.46,1696.86,1277.0
56,17.74,1696.28,1284.0
57,18.01,1694.76,1290.0
58,18.02,1694.27,1297.0
59,18.29,1694.23,1304.0
60,17.92,1692.65,1310.0
61,18.36,1691.64,1316.0
62,18.31,1691.04,1323.0
63,18.33,1689.7,1329.0
64,18.65,1689.11,1336.0
65,19.18,1687.05,1342.0
66,18.91,1687.13,1348.0
67,19.0,1685.82,1354.0
68,18.78,1685.35,1361.0
69,18.96,1684.08,1366.0
70,19.04,1683.26,1372.0
71,19.14,1683.42,1378.0
72,19.45,1682.3,1384.0
73,18.9,1681.49,1390.0
74,19.05,1681.06,1396.0
75,18.97,1680.08,1402.0
76,19.09,1679.63,1408.0
77,18.83,1678.96,1414.0
78,19.15,1678.48,1420.0
79,19.05,1677.82,1426.0
80,19.16,1677.64,1432.0
81,19.22,1676.8,1437.0
82,19.46,1676.76,1443.0
83,19.64,1675.92,1449.0
84,19.5,1675.02,1454.0
85,19.41,1674.39,1460.0
86,19.43,1674.31,1466.0
87,19.43,1673.72,1471.0
88,19.74,1673.34,1476.0
89,19.55,1672.99,1482.0
90,19.55,1672.55,1488.0
91,19.63,1671.59,1493.0
92,19.64,1672.12,1499.0
93,19.66,1670.92,1504.0
94,19.48,1670.81,1509.0
95,19.64,1670.13,1515.0
96,19.83,1669.32,1520.0
97,19.52,1668.97,1526.0
98,19.66,1668.21,1531.0
99,19.61,1668.51,1537.0
