epoch,training_acc,training_loss,L2
0,5.33,1792.47,863.0
1,6.73,1783.39,876.0
2,7.34,1778.26,886.0
3,8.03,1774.0,897.0
4,9.81,1770.4,907.0
5,10.91,1766.43,916.0
6,11.99,1762.19,926.0
7,11.76,1758.06,935.0
8,12.74,1755.07,944.0
9,13.32,1752.62,953.0
10,14.08,1749.53,962.0
11,13.91,1747.26,970.0
12,14.85,1744.01,979.0
13,15.35,1742.75,987.0
14,15.3,1739.93,996.0
15,16.21,1737.98,1004.0
16,16.7,1735.45,1012.0
17,16.94,1733.06,1021.0
18,16.25,1730.75,1029.0
19,17.64,1728.61,1037.0
20,16.89,1726.97,1046.0
21,16.19,1724.6,1054.0
22,17.7,1722.46,1062.0
23,17.97,1720.44,1071.0
24,18.44,1718.56,1079.0
25,17.88,1716.21,1087.0
26,18.74,1714.57,1096.0
27,18.69,1712.7,1103.0
28,18.24,1711.44,1112.0
29,18.66,1709.51,1120.0
30,18.65,1708.05,1128.0
31,19.45,1706.53,1136.0
32,18.54,1705.16,1143.0
33,19.06,1703.04,1151.0
34,18.94,1702.16,1158.0
35,19.47,1700.08,1166.0
36,19.67,1699.29,1173.0
37,19.44,1697.65,1181.0
38,20.06,1696.47,1189.0
39,19.26,1695.04,1196.0
40,19.19,1694.15,1203.0
41,19.95,1692.75,1211.0
42,19.75,1692.2,1218.0
43,20.29,1690.18,1225.0
44,19.51,1689.05,1232.0
45,19.51,1688.4,1239.0
46,19.72,1687.13,1246.0
47,19.9,1686.43,1252.0
48,19.85,1685.54,1259.0
49,20.17,1684.38,1266.0
50,20.44,1683.63,1273.0
51,19.91,1682.81,1279.0
52,18.07,1681.55,1286.0
53,20.32,1681.12,1293.0
54,19.88,1679.81,1299.0
55,20.1,1679.32,1306.0
56,20.18,1678.78,1313.0
57,20.38,1677.73,1319.0
58,19.97,1677.4,1325.0
59,20.43,1675.88,1331.0
60,19.82,1675.85,1338.0
61,20.28,1675.28,1344.0
62,20.1,1673.61,1350.0
63,20.37,1673.25,1357.0
64,20.65,1672.05,1363.0
65,20.76,1671.56,1369.0
66,21.04,1670.86,1375.0
67,20.71,1670.17,1382.0
68,20.7,1669.34,1388.0
69,20.7,1668.63,1393.0
70,20.92,1667.78,1399.0
71,20.61,1667.46,1405.0
72,20.84,1666.63,1411.0
73,20.96,1665.92,1417.0
74,21.06,1665.52,1423.0
75,20.91,1664.9,1429.0
76,20.89,1664.55,1434.0
77,21.11,1663.55,1440.0
78,21.01,1662.97,1445.0
79,21.53,1663.1,1452.0
80,21.03,1661.99,1457.0
81,21.18,1661.24,1463.0
82,20.92,1660.85,1469.0
83,21.15,1660.64,1474.0
84,20.95,1660.26,1480.0
85,20.86,1659.68,1485.0
86,21.15,1659.4,1491.0
87,21.44,1658.87,1496.0
88,21.09,1658.78,1501.0
89,21.02,1658.18,1507.0
90,21.45,1658.48,1512.0
91,21.15,1657.64,1517.0
92,21.49,1657.77,1522.0
93,21.29,1656.54,1527.0
94,21.31,1656.87,1533.0
95,21.52,1656.32,1538.0
96,21.19,1656.53,1543.0
97,21.41,1655.59,1548.0
98,21.15,1655.26,1553.0
99,21.07,1655.1,1558.0
