epoch,training_acc,training_loss,L2
0,4.88,1792.58,861.0
1,6.16,1784.07,873.0
2,6.75,1779.22,883.0
3,8.56,1774.75,892.0
4,9.52,1769.28,903.0
5,10.32,1765.94,912.0
6,11.07,1762.81,920.0
7,11.26,1760.42,928.0
8,11.82,1757.77,937.0
9,11.89,1755.77,945.0
10,12.31,1754.27,953.0
11,12.86,1751.64,961.0
12,13.59,1750.04,970.0
13,12.95,1747.54,978.0
14,14.24,1745.64,986.0
15,14.01,1743.38,995.0
16,14.52,1741.37,1003.0
17,15.08,1739.41,1011.0
18,14.61,1737.58,1019.0
19,15.59,1736.15,1028.0
20,16.06,1733.43,1036.0
21,15.66,1731.55,1044.0
22,15.77,1730.16,1052.0
23,16.01,1727.46,1060.0
24,16.24,1726.53,1068.0
25,16.47,1724.63,1076.0
26,16.19,1722.62,1084.0
27,16.77,1720.68,1092.0
28,17.37,1718.72,1100.0
29,17.23,1717.0,1108.0
30,16.69,1715.21,1116.0
31,17.18,1713.87,1124.0
32,17.79,1712.27,1131.0
33,17.98,1710.98,1139.0
34,17.93,1708.85,1147.0
35,18.0,1707.11,1154.0
36,17.69,1705.71,1162.0
37,17.98,1704.14,1169.0
38,18.43,1702.68,1177.0
39,18.21,1701.3,1184.0
40,18.37,1699.28,1191.0
41,18.86,1697.56,1199.0
42,18.38,1696.03,1206.0
43,18.94,1694.58,1213.0
44,18.82,1694.15,1220.0
45,18.87,1692.73,1228.0
46,19.3,1691.2,1234.0
47,19.31,1690.31,1242.0
48,18.89,1688.74,1248.0
49,19.74,1688.24,1256.0
50,19.44,1686.44,1262.0
51,19.75,1686.28,1269.0
52,19.56,1685.14,1276.0
53,19.18,1683.9,1282.0
54,19.86,1683.14,1289.0
55,19.96,1682.3,1296.0
56,19.93,1681.57,1302.0
57,19.46,1680.53,1309.0
58,19.58,1679.62,1315.0
59,19.86,1678.99,1321.0
60,20.0,1678.22,1327.0
61,20.15,1676.89,1334.0
62,19.97,1676.44,1340.0
63,20.2,1676.02,1346.0
64,19.92,1675.2,1352.0
65,20.04,1674.37,1358.0
66,19.4,1673.98,1364.0
67,19.8,1673.03,1370.0
68,20.04,1672.33,1376.0
69,20.0,1671.61,1382.0
70,20.12,1671.2,1388.0
71,19.95,1670.37,1394.0
72,19.48,1669.42,1400.0
73,20.16,1669.43,1406.0
74,20.08,1668.94,1411.0
75,20.26,1668.1,1417.0
76,20.23,1667.33,1423.0
77,20.21,1667.1,1428.0
78,19.67,1666.81,1434.0
79,20.4,1665.92,1439.0
80,19.62,1665.39,1445.0
81,20.41,1665.49,1450.0
82,20.23,1664.89,1456.0
83,20.77,1664.46,1461.0
84,20.32,1663.75,1466.0
85,20.47,1663.82,1472.0
86,19.94,1662.65,1477.0
87,20.18,1662.63,1482.0
88,20.54,1662.1,1488.0
89,20.39,1661.7,1493.0
90,20.28,1661.41,1498.0
91,20.41,1661.41,1503.0
92,20.42,1660.68,1508.0
93,20.39,1660.58,1513.0
94,20.82,1660.31,1518.0
95,20.61,1659.74,1523.0
96,20.76,1659.23,1528.0
97,20.47,1658.45,1533.0
98,20.34,1659.05,1538.0
99,20.8,1658.23,1543.0
