epoch,training_acc,training_loss,L2
0,3.9,1793.58,857.0
1,5.58,1787.71,870.0
2,6.38,1782.72,882.0
3,7.97,1778.53,892.0
4,8.35,1774.67,901.0
5,9.63,1771.99,910.0
6,9.28,1770.15,918.0
7,9.9,1768.05,926.0
8,10.41,1765.62,933.0
9,10.49,1763.4,941.0
10,11.42,1761.92,948.0
11,11.37,1759.78,955.0
12,11.36,1758.52,962.0
13,11.94,1756.81,970.0
14,12.35,1755.38,977.0
15,12.61,1753.97,984.0
16,12.04,1752.56,991.0
17,12.94,1750.92,998.0
18,13.27,1749.07,1006.0
19,13.35,1748.27,1013.0
20,13.52,1747.03,1020.0
21,13.58,1744.96,1028.0
22,13.79,1743.44,1035.0
23,14.53,1742.42,1043.0
24,14.33,1740.02,1050.0
25,14.85,1738.68,1058.0
26,14.91,1737.02,1066.0
27,15.22,1735.35,1074.0
28,15.56,1733.1,1081.0
29,15.44,1731.95,1089.0
30,15.89,1730.12,1097.0
31,16.0,1728.72,1104.0
32,16.41,1727.24,1112.0
33,16.41,1725.83,1119.0
34,16.19,1723.9,1127.0
35,16.89,1722.25,1135.0
36,15.97,1721.24,1142.0
37,17.06,1720.13,1150.0
38,17.0,1718.01,1157.0
39,16.76,1716.2,1165.0
40,16.95,1715.06,1172.0
41,16.88,1713.76,1179.0
42,17.0,1712.67,1187.0
43,17.11,1711.4,1194.0
44,16.56,1710.48,1201.0
45,16.62,1708.72,1208.0
46,17.0,1707.9,1215.0
47,17.48,1707.04,1222.0
48,17.58,1705.65,1229.0
49,17.56,1704.65,1236.0
50,17.81,1703.43,1243.0
51,18.24,1702.81,1250.0
52,17.69,1701.89,1257.0
53,17.66,1700.16,1263.0
54,17.76,1700.05,1270.0
55,18.04,1698.62,1277.0
56,18.41,1698.32,1283.0
57,17.98,1697.79,1290.0
58,17.89,1696.71,1296.0
59,18.48,1695.8,1303.0
60,18.25,1695.32,1309.0
61,18.19,1694.73,1315.0
62,18.55,1693.45,1322.0
63,18.45,1692.8,1328.0
64,18.36,1691.94,1334.0
65,18.8,1691.33,1340.0
66,18.28,1690.69,1346.0
67,18.28,1690.02,1352.0
68,19.17,1689.53,1358.0
69,18.57,1688.6,1364.0
70,18.89,1688.76,1370.0
71,18.77,1687.56,1376.0
72,18.96,1687.14,1382.0
73,19.0,1686.53,1388.0
74,18.9,1685.84,1394.0
75,19.03,1685.12,1400.0
76,19.19,1684.32,1405.0
77,19.11,1684.18,1411.0
78,19.08,1683.9,1417.0
79,18.95,1683.55,1423.0
80,19.2,1682.09,1428.0
81,19.11,1682.03,1434.0
82,18.93,1681.24,1440.0
83,19.05,1681.13,1446.0
84,19.03,1680.65,1451.0
85,19.28,1679.88,1457.0
86,19.65,1679.65,1463.0
87,19.21,1679.42,1468.0
88,19.09,1678.68,1473.0
89,19.05,1678.1,1478.0
90,19.47,1677.69,1484.0
91,19.23,1677.58,1489.0
92,19.26,1677.17,1495.0
93,19.59,1677.2,1500.0
94,19.58,1676.12,1505.0
95,19.43,1675.98,1510.0
96,19.61,1675.49,1516.0
97,19.01,1674.93,1522.0
98,19.68,1674.25,1526.0
99,19.12,1674.3,1532.0
