epoch,training_acc,training_loss,L2
0,32.06,881.68,856.0
1,43.03,837.48,908.0
2,47.18,813.44,948.0
3,50.72,792.0,985.0
4,52.79,779.63,1021.0
5,56.18,765.3,1053.0
6,59.02,756.33,1084.0
7,59.1,748.4,1115.0
8,61.76,739.68,1144.0
9,62.84,734.15,1173.0
10,63.91,728.87,1202.0
11,65.65,722.31,1231.0
12,66.11,716.13,1259.0
13,67.29,711.61,1289.0
14,68.31,706.7,1318.0
15,69.93,702.62,1347.0
16,69.26,698.32,1377.0
17,71.27,693.18,1405.0
18,71.85,689.08,1434.0
19,73.12,686.22,1465.0
20,72.71,682.48,1494.0
21,74.19,679.26,1524.0
22,74.58,674.91,1552.0
23,74.18,671.74,1582.0
24,75.7,668.78,1611.0
25,75.13,665.87,1639.0
26,75.17,663.74,1669.0
27,76.28,661.21,1698.0
28,76.57,658.27,1726.0
29,76.68,655.02,1755.0
30,75.65,654.08,1784.0
31,77.53,651.85,1814.0
32,76.94,648.68,1842.0
33,77.65,646.62,1870.0
34,77.96,644.15,1897.0
35,77.59,642.16,1925.0
36,78.26,640.77,1952.0
37,78.49,639.59,1979.0
38,78.25,637.55,2007.0
39,77.68,635.83,2033.0
