epoch,training_acc,training_loss,L2
0,35.69,868.34,858.0
1,42.35,830.63,894.0
2,45.31,813.71,926.0
3,49.78,798.16,959.0
4,52.31,785.14,989.0
5,53.51,775.68,1018.0
6,57.09,764.78,1045.0
7,57.25,756.82,1072.0
8,60.52,748.91,1099.0
9,61.83,741.6,1128.0
10,61.65,735.67,1156.0
11,64.07,729.53,1185.0
12,65.58,722.9,1215.0
13,66.93,718.03,1244.0
14,66.61,713.13,1274.0
15,67.72,707.56,1302.0
16,68.6,703.55,1333.0
17,69.49,698.65,1362.0
18,71.72,694.54,1391.0
19,71.82,690.06,1421.0
20,71.87,686.23,1450.0
21,71.93,682.59,1479.0
22,71.88,679.01,1509.0
23,73.01,676.83,1538.0
24,73.24,673.08,1568.0
25,74.6,669.88,1597.0
26,74.79,666.66,1626.0
27,75.54,664.38,1656.0
28,76.03,660.96,1685.0
29,76.02,658.44,1713.0
30,76.55,656.88,1743.0
31,76.7,653.33,1772.0
32,77.07,650.81,1800.0
33,77.43,648.84,1830.0
34,77.05,646.49,1859.0
35,77.73,645.79,1889.0
36,78.15,641.79,1915.0
37,78.06,640.33,1942.0
38,78.16,638.89,1969.0
39,78.37,636.8,1997.0
